"Source Line","Source","CPU_CLK_UNHALTED.THREAD_ANY","CPU_CLK_UNHALTED.REF_TSC","CYCLE_ACTIVITY.STALLS_L1D_PENDING","CYCLE_ACTIVITY.CYCLES_NO_EXECUTE","CYCLE_ACTIVITY.STALLS_L2_PENDING","CYCLE_ACTIVITY.STALLS_LDM_PENDING","CPU_CLK_THREAD_UNHALTED.REF_XCLK_ANY","MEM_LOAD_UOPS_L3_MISS_RETIRED.LOCAL_DRAM_PS","MEM_LOAD_UOPS_RETIRED.L1_HIT_PS","MEM_LOAD_UOPS_RETIRED.L1_MISS","MEM_LOAD_UOPS_RETIRED.L1_MISS_PS","MEM_LOAD_UOPS_RETIRED.L2_HIT_PS","MEM_LOAD_UOPS_RETIRED.L2_MISS","MEM_LOAD_UOPS_RETIRED.L2_MISS_PS","MEM_LOAD_UOPS_RETIRED.L3_HIT","MEM_LOAD_UOPS_RETIRED.L3_HIT_PS","MEM_LOAD_UOPS_RETIRED.L3_MISS","MEM_LOAD_UOPS_RETIRED.L3_MISS_PS","MEM_UOPS_RETIRED.ALL_LOADS_PS","MEM_UOPS_RETIRED.ALL_STORES","MEM_UOPS_RETIRED.ALL_STORES_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L1_HIT_PS","Total_Latency_MEM_UOPS_RETIRED.ALL_LOADS_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L3_MISS_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L3_HIT_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L2_MISS_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L2_HIT_PS","Total_Latency_MEM_LOAD_UOPS_L3_MISS_RETIRED.LOCAL_DRAM_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L1_MISS_PS","CPU_CLK_UNHALTED.THREAD_ANY","CPU_CLK_UNHALTED.REF_TSC","CYCLE_ACTIVITY.STALLS_L1D_PENDING","CYCLE_ACTIVITY.CYCLES_NO_EXECUTE","CYCLE_ACTIVITY.STALLS_L2_PENDING","CYCLE_ACTIVITY.STALLS_LDM_PENDING","CPU_CLK_THREAD_UNHALTED.REF_XCLK_ANY","MEM_LOAD_UOPS_L3_MISS_RETIRED.LOCAL_DRAM_PS","MEM_LOAD_UOPS_RETIRED.L1_HIT_PS","MEM_LOAD_UOPS_RETIRED.L1_MISS","MEM_LOAD_UOPS_RETIRED.L1_MISS_PS","MEM_LOAD_UOPS_RETIRED.L2_HIT_PS","MEM_LOAD_UOPS_RETIRED.L2_MISS","MEM_LOAD_UOPS_RETIRED.L2_MISS_PS","MEM_LOAD_UOPS_RETIRED.L3_HIT","MEM_LOAD_UOPS_RETIRED.L3_HIT_PS","MEM_LOAD_UOPS_RETIRED.L3_MISS","MEM_LOAD_UOPS_RETIRED.L3_MISS_PS","MEM_UOPS_RETIRED.ALL_LOADS_PS","MEM_UOPS_RETIRED.ALL_STORES","MEM_UOPS_RETIRED.ALL_STORES_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L1_HIT_PS","Total_Latency_MEM_UOPS_RETIRED.ALL_LOADS_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L3_MISS_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L3_HIT_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L2_MISS_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L2_HIT_PS","Total_Latency_MEM_LOAD_UOPS_L3_MISS_RETIRED.LOCAL_DRAM_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L1_MISS_PS"
"113","!$OMP MASTER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"114","  iter=(z_max-z_min+5)*(y_max-y_min+5)*(x_max-x_min+5)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"115","  tmpFlop=iter*6 !sc - 16464","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"116","  tmpMem=iter*10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"117","!$OMP END MASTER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"118","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"119","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"120","  ELSEIF(sweep_number.EQ.1.AND.direction.EQ.3)THEN ! z first","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"121","!$OMP DO","0","2000003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"122","    DO l=z_min-2,z_max+2","6000009","4000006","0","10000015","0","0","0","0","0","0","0","0","0","0","250105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"123","      DO k=y_min-2,y_max+2","20000030","28000042","10000015","0","20000030","40000060","0","0","10000015","0","0","0","250105","0","0","250015","0","0","25000075","0","0","70000105","710002130","0","2250135","0","0","0","0","10","14","1","0","2","4","0","0","1","0","0","0","1","0","0","1","0","0","5","0","0","1","5","0","1","0","0","0","0"
"124","        DO j=x_min-2,x_max+2","452000678","412000618","80000120","270000405","320000480","220000330","0","0","70000105","2500075","2500075","0","1500630","0","1250525","0","1500045","0","45000135","20000030","0","2150003225","9560028680","0","0","0","0","0","0","226","206","8","27","32","22","0","0","7","5","5","0","6","0","5","0","3","0","9","2","0","7","9","0","0","0","0","0","0"
"125","          post_vol(j,k,l)= volume(j,k,l)+vol_flux_x(j+1,k  ,l  )-vol_flux_x(j,k,l) &","26492039738","25074037611","22190033285","22790034185","22520033780","21590032385","750001125","22000660","2560003840","86002580","85502565","34001020","48770475","47019740","29762495","20251215","24000720","23251395","3190009570","540000810","713010695","239060358590","301835905505","1889113340","1523091380","2812680830","2228066840","2863585905","541016230","13246","12537","2219","2279","2252","2159","75","44","256","172","171","68","195","188","119","81","48","93","638","54","713","256","638","92","81","188","68","44","7"
"126","                                        +vol_flux_y(j  ,k+1,l  )-vol_flux_y(j,k,l)","9884014826","9914014871","8600012900","9010013515","8130012195","8970013455","300000450","9000270","1480002220","35501065","36001080","16500495","18257665","21258925","10754515","7750465","10500315","11750705","2010006030","230000345","1000015","121850182775","163340490020","444526670","156259375","2250694895","1818054540","1087032610","69502085","4942","4957","860","901","813","897","30","18","148","71","72","33","73","85","43","31","21","47","402","23","1","148","402","47","31","85","33","18","6"
"127","          pre_vol(j,k,l)=post_vol(j,k,l)+vol_flux_z(j  ,k  ,l+1)-vol_flux_z(j,k,l)","11902017853","11948017922","8920013380","9850014775","9600014400","9230013845","370000555","10500315","1580002370","52501575","52501575","40501215","32513650","36515330","18257665","27501650","17000510","13250795","2625007875","270000405","378005670","102710154065","217205651615","1422835365","2541152460","2152903840","1704051120","1282538475","120503615","5951","5974","892","985","960","923","37","21","158","105","105","81","130","146","73","110","34","53","525","27","378","157","525","53","110","146","81","21","6"
"128","        ENDDO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"129","      ENDDO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"130","    ENDDO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131","!$OMP END DO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"133","!$OMP MASTER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"134","  iter=(z_max-z_min+1+4)*(y_max-y_min+1+4)*(x_max-x_min+1+4)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"135","  tmpFlop=iter*6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"136","  tmpMem=iter*10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"137","!$OMP END MASTER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"138","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"139","  ELSEIF(sweep_number.EQ.2.AND.advect_x)THEN ! x first","6000009","6000009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"140","!$OMP DO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"141","    DO l=z_min-2,z_max+2","6000009","8000012","10000015","20000030","0","10000015","0","0","0","0","0","0","0","250105","0","0","0","0","0","0","0","0","0","0","0","5502310","0","0","0","3","4","1","2","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"142","      DO k=y_min-2,y_max+2","24000036","34000051","10000015","30000045","40000060","10000015","0","0","10000015","0","0","0","250105","0","0","250015","0","0","35000105","0","0","80000120","3805011415","0","5000300","0","0","0","0","12","17","1","3","4","1","0","0","1","0","0","0","1","0","0","1","0","0","7","0","0","1","7","0","1","0","0","0","0"
"143","        DO j=x_min-2,x_max+2","290000435","300000450","160000240","170000255","180000270","150000225","0","0","10000015","4500135","4500135","0","2250945","0","1000420","0","2000060","0","5000015","20000030","0","140000210","100000300","0","0","0","0","0","0","145","150","16","17","18","15","0","0","1","9","9","0","9","0","4","0","4","0","1","2","0","1","1","0","0","0","0","0","0"
"144","          post_vol(j,k,l)=volume(j,k,l) +vol_flux_z(j  ,k  ,l+1)-vol_flux_z(j,k,l)","32158048237","31596047394","27250040875","27740041610","27090040635","27110040665","950001425","30500915","2590003885","112003360","112003360","55501665","59024780","65027300","23759975","25251515","30500915","32501950","3390010170","680001020","1057015855","330050495075","436336309005","6006610375","3192441535","9027790080","7447723425","5157154710","219006570","16079","15798","2725","2774","2709","2711","95","61","259","224","224","111","236","260","95","101","61","130","678","68","1057","259","678","130","101","260","111","61","15"
"145","          pre_vol(j,k,l)=post_vol(j,k,l)+vol_flux_y(j  ,k+1,l  )-vol_flux_y(j,k,l)","13346020019","12954019431","9610014415","10960016440","10790016185","9910014865","460000690","14500435","1560002340","47001410","47001410","14000420","33013860","24010080","16506930","6500390","10000300","14250855","1675005025","300000450","98001470","198740298110","183140549420","2173630410","972558350","3718060930","2284068520","2192065760","13000390","6673","6477","961","1096","1079","991","46","29","156","94","94","28","132","96","66","26","20","57","335","30","98","156","335","57","26","96","27","29","2"
"146","        ENDDO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"147","      ENDDO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"148","    ENDDO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"149","!$OMP END DO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"151","!$OMP MASTER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"152"," iter=(z_max-z_min+1+4)*(y_max-y_min+1+4)*(x_max-x_min+1+4)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"153"," tmpFlop=iter*4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"154"," tmpMem=iter*8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"155"," !$OMP END MASTER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"156","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"157","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"158","  ELSEIF(sweep_number.EQ.2.AND..NOT.advect_x)THEN ! Z first","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"159","!$OMP DO","0","2000003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"160","    DO l=z_min-2,z_max+2","8000012","20000030","0","10000015","0","10000015","0","0","0","0","0","0","0","0","250105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","10","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"161","      DO k=y_min-2,y_max+2","18000027","28000042","10000015","10000015","0","0","0","0","10000015","500015","500015","0","250105","0","0","0","500015","250015","40000120","10000015","0","90000135","6290018870","1750105","0","0","0","0","0","9","14","1","1","0","0","0","0","1","1","1","0","1","0","0","0","1","1","8","1","0","1","8","1","0","0","0","0","0"
"162","        DO j=x_min-2,x_max+2","302000453","316000474","200000300","230000345","160000240","120000180","0","0","0","2000060","2000060","0","1500630","0","0","0","1000030","0","0","60000090","0","0","0","0","0","0","0","0","0","151","158","20","23","16","12","0","0","0","4","4","0","6","0","0","0","2","0","0","6","0","0","0","0","0","0","0","0","0"
"163","          post_vol(j,k,l)=volume(j,k,l) +vol_flux_x(j+1,k  ,l  )-vol_flux_x(j,k,l)","26384039576","25778038667","20000030000","21620032430","20520030780","20760031140","640000960","24000720","2420003630","63501905","63501905","24000720","28511970","37265645","11004620","13250795","14500435","19251155","3465010395","770001155","1100016500","306230459345","477846433535","2462897765","611786705","4848035320","1586547595","4219126570","119003570","13192","12889","2000","2162","2052","2076","64","48","242","127","127","48","114","149","44","53","29","77","693","77","1100","242","693","76","53","149","48","48","5"
"164","          pre_vol(j,k,l)=post_vol(j,k,l)+vol_flux_y(j  ,k+1,l  )-vol_flux_y(j,k,l)","15396023094","14894022341","10940016410","12220018330","11380017070","10560015840","500000750","11500345","1610002415","29000870","29000870","13500405","22759555","14506090","7002940","4250255","14500435","13750825","2085006255","460000690","121001815","198130297195","245570736710","2510650630","267016020","2122140925","1307539225","2374571235","17500525","7698","7447","1094","1222","1138","1056","50","23","161","58","58","27","91","58","28","17","29","55","417","46","121","161","417","55","17","58","27","23","1"
"165","        ENDDO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"166","      ENDDO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
